Country,Year,PLI,Real_Power_Index,Category,Dynamic_Category
Georgia,2003,24.176046177397808,4.136325653344012,Cheap,Cheap
Germany,2003,101.35208425329392,0.9866595318364163,Expensive,Expensive
Ghana,2003,30.257106167597986,3.305008729059785,Cheap,Cheap
Greece,2003,77.49930506388219,1.2903341509652329,Moderate,Expensive
Greenland,2003,84.47107425033529,1.183837199745368,Moderate,Expensive
Grenada,2003,64.09148276580852,1.5602697220378232,Moderate,Expensive
Guatemala,2003,33.89919667831984,2.94992241110996,Cheap,Cheap
Guinea,2003,42.65807510674427,2.3442220435349634,Cheap,Moderate
Guinea-Bissau,2003,38.55684936327705,2.593572909908029,Cheap,Moderate
Guyana,2003,38.062084916054026,2.6272864510851184,Cheap,Moderate
Spain,2016,71.13446440482508,1.405788331109118,Moderate,Expensive
Sri Lanka,2016,31.72514211277396,3.152074138691897,Cheap,Cheap
St. Kitts and Nevis,2016,75.80280499358074,1.3192123960118411,Moderate,Expensive
St. Lucia,2016,69.4996897088548,1.4388553448068016,Moderate,Expensive
St. Vincent and the Grenadines,2016,56.74519808134111,1.7622636519244417,Cheap,Moderate
Sudan,2016,23.112613503053865,4.326641813431745,Cheap,Cheap
Suriname,2016,38.991961411239394,2.5646311798814794,Cheap,Moderate
Sweden,2016,103.0436181612728,0.9704628174399965,Expensive,Expensive
Tajikistan,2016,27.067578714212747,3.694456791123752,Cheap,Cheap
Tajikistan,2010,32.183051260814025,3.107225576269695,Cheap,Cheap
Tanzania,2010,35.59145358677659,2.809663273689764,Cheap,Cheap
Thailand,2010,38.46088465538419,2.6000441980473497,Cheap,Moderate
Timor-Leste,2010,41.5817517685633,2.404901086336679,Cheap,Moderate
Togo,2010,45.86611215027671,2.18025891691796,Cheap,Moderate
Tonga,2010,76.50014071205445,1.3071871380785915,Moderate,Expensive
Trinidad and Tobago,2010,54.63400440768861,1.8303618979451388,Cheap,Moderate
Algeria,2003,21.1406618847305,4.730220867504064,Cheap,Cheap
Andorra,2003,82.78330505143138,1.207973031976342,Moderate,Expensive
Angola,2003,26.228862950303487,3.8125937898822615,Cheap,Cheap
Antigua and Barbuda,2003,60.48106016951888,1.6534101703858326,Moderate,Expensive
Argentina,2003,30.370058848699284,3.2927167016103063,Cheap,Cheap
Armenia,2003,22.992135163400835,4.349313332116333,Cheap,Cheap
Aruba,2003,67.52216158024189,1.4809952415572796,Moderate,Expensive
Australia,2003,78.75294117647059,1.2697938452345385,Moderate,Expensive
Austria,2003,100.47328574462723,0.9952894369770072,Expensive,Expensive
Azerbaijan,2003,18.72856528985701,5.33943729550698,Cheap,Cheap
"Bahamas, The",2003,97.529313483918,1.0253327582018652,Moderate,Expensive
Bahrain,2003,31.888629582152127,3.135914001646825,Cheap,Cheap
Bangladesh,2003,29.27668446606114,3.415687323334872,Cheap,Cheap
Barbados,2003,90.4242470785305,1.1058980664019604,Moderate,Expensive
Finland,2010,119.41154246000023,0.8374399822655118,Expensive,Expensive
France,2010,113.33220354166689,0.8823617372200367,Expensive,Expensive
Gabon,2010,59.62847763815095,1.6770510326766905,Cheap,Expensive
"Gambia, The",2010,35.33717712890497,2.829880825941877,Cheap,Cheap
Georgia,2010,42.55460980715788,2.3499216760102812,Cheap,Moderate
Germany,2010,106.7558534450002,0.9367167866960966,Expensive,Expensive
Ghana,2010,43.68208205410386,2.2892681689517858,Cheap,Moderate
Greece,2010,95.74087137666685,1.0444860022902522,Moderate,Expensive
Greenland,2010,88.21761595478776,1.1335604450164558,Moderate,Expensive
Grenada,2010,66.79568111396964,1.4971027816809854,Moderate,Expensive
Belarus,2002,22.089690388203607,4.526998714902869,Cheap,Cheap
Belgium,2002,82.57695344705897,1.210991636596416,Moderate,Expensive
Belize,2002,59.591131912626,1.6781020395219626,Cheap,Expensive
Benin,2002,30.36108023887773,3.2936904488644903,Cheap,Cheap
Bhutan,2002,24.456625294329797,4.088871575555632,Cheap,Cheap
Bolivia,2002,25.270070978008786,3.9572504599225202,Cheap,Cheap
Bosnia and Herzegovina,2002,34.44073821467161,2.9035382278014126,Cheap,Cheap
Botswana,2002,30.62940001416371,3.2648370504730027,Cheap,Cheap
Brazil,2002,29.698039841268496,3.367225599214116,Cheap,Cheap
Brunei Darussalam,2002,24.23442783783992,4.1263610871744545,Cheap,Cheap
Bulgaria,2002,26.879966521292797,3.720242728754354,Cheap,Cheap
Uganda,2018,34.26236979782898,2.918653922366352,Cheap,Cheap
Ukraine,2018,24.36550153888569,4.104163414834978,Cheap,Cheap
United Arab Emirates,2018,60.86204715778108,1.6430600788165441,Moderate,Expensive
United Kingdom,2018,91.74637763981576,1.0899612886362324,Moderate,Expensive
United States,2018,100.0,1.0,Moderate,Expensive
Uruguay,2018,78.93688940625364,1.2668348189569991,Moderate,Expensive
Uzbekistan,2018,22.304587391924933,4.483382644244906,Cheap,Cheap
Vanuatu,2018,99.18678652670992,1.0081988085486677,Moderate,Expensive
Vietnam,2018,32.19100113429977,3.106458217400676,Cheap,Cheap
Virgin Islands (U.S.),2018,99.7733711650467,1.0022714360786549,Moderate,Expensive
West Bank and Gaza,2018,57.3107484443397,1.744873391369512,Cheap,Moderate
Mali,2008,40.51739138918577,2.4680759686491154,Cheap,Moderate
Malta,2008,83.7226210616069,1.1944203219153335,Moderate,Expensive
Marshall Islands,2008,90.3589859331391,1.106696793542977,Moderate,Expensive
Mauritania,2008,49.056355762070574,2.038471844199199,Cheap,Moderate
Mauritius,2008,55.87495730518551,1.7897105398006172,Cheap,Moderate
Mexico,2008,67.1134045906109,1.4900153048410527,Moderate,Expensive
"Micronesia, Fed. Sts.",2008,82.3474714616555,1.214366370029519,Moderate,Expensive
Moldova,2008,40.697251617989394,2.457168384210914,Cheap,Moderate
Mongolia,2008,29.156489357298717,3.429768199269405,Cheap,Cheap
Montenegro,2008,53.32557977884679,1.875272625533985,Cheap,Moderate
Morocco,2008,49.45112728100873,2.0221985927994024,Cheap,Moderate
Mozambique,2008,64.63519400469913,1.547144733451713,Moderate,Expensive
Greece,2021,61.59853463720832,1.6234152417579664,Moderate,Expensive
Greenland,2021,83.8878914645498,1.192067153604153,Moderate,Expensive
Grenada,2021,62.89817668773519,1.589871205590916,Moderate,Expensive
Guatemala,2021,41.54387918431258,2.407093462705839,Cheap,Moderate
Guinea,2021,33.298486093420415,3.0031395337147,Cheap,Cheap
Guinea-Bissau,2021,36.73667385276405,2.7220755041892843,Cheap,Cheap
Guyana,2021,43.12473361154825,2.3188549035633064,Cheap,Moderate
Haiti,2021,58.54778715207058,1.708006482640624,Cheap,Moderate
Honduras,2021,44.094083287795904,2.2678779678287904,Cheap,Moderate
"Hong Kong SAR, China",2021,75.5416427954355,1.3237731706576332,Moderate,Expensive
Hungary,2021,48.93803760078517,2.0434002853926367,Cheap,Moderate
Iceland,2021,112.28398835166742,0.8905989310497715,Expensive,Expensive
India,2021,27.82122578899175,3.594377931383879,Cheap,Cheap
Bangladesh,2019,35.220031278480995,2.8392933330839707,Cheap,Cheap
Barbados,2019,109.71919298172,0.9114175677236408,Expensive,Expensive
Belarus,2019,30.66047040903411,3.2615285631930484,Cheap,Cheap
Belgium,2019,82.37451674980379,1.2139676679831715,Moderate,Expensive
Belize,2019,58.777493238449,1.7013314874508039,Cheap,Moderate
Benin,2019,35.91072228386054,2.7846836164847426,Cheap,Cheap
Bhutan,2019,27.708202727884125,3.6090395678881437,Cheap,Cheap
Bolivia,2019,38.19190990044993,2.618355569560608,Cheap,Moderate
Bosnia and Herzegovina,2019,37.26608348581667,2.6834051407108452,Cheap,Cheap
Botswana,2019,44.93786057661247,2.225295078957189,Cheap,Moderate
Nepal,2015,29.60612653642198,3.3776792744899686,Cheap,Cheap
Netherlands,2015,89.86810321226557,1.1127418564048606,Moderate,Expensive
New Zealand,2015,103.07111351313657,0.970203935821988,Expensive,Expensive
Nicaragua,2015,38.07115478381706,2.626660540449566,Cheap,Moderate
Niger,2015,41.432006205569536,2.4135929962898444,Cheap,Moderate
Nigeria,2015,49.82669893002361,2.0069561529741224,Cheap,Moderate
North Macedonia,2015,35.004842324502505,2.8567476200286306,Cheap,Cheap
Oman,2015,52.161020820623925,1.9171403938563456,Cheap,Moderate
Austria,2011,115.7235406439691,0.8641284171183149,Expensive,Expensive
Azerbaijan,2011,48.56484538625542,2.0591026122838536,Cheap,Moderate
"Bahamas, The",2011,89.856344461441,1.1128874716566266,Moderate,Expensive
Bahrain,2011,47.52087704044708,2.1043382662084635,Cheap,Moderate
Bangladesh,2011,32.873436460213114,3.0419697715823077,Cheap,Cheap
Barbados,2011,100.94435214996348,0.9906448243031909,Expensive,Expensive
Belarus,2011,39.41061381887397,2.537387528638527,Cheap,Moderate
Belgium,2011,115.7982886410508,0.8635706207194304,Expensive,Expensive
Belize,2011,57.561415433883504,1.7372748610544946,Cheap,Moderate
Benin,2011,46.776492562380646,2.1378259574858256,Cheap,Moderate
Lebanon,2019,41.02113937319015,2.437767490811242,Cheap,Moderate
Lesotho,2019,42.1305818528064,2.373572725612352,Cheap,Moderate
Liberia,2019,34.648936806189504,2.8860914422671846,Cheap,Cheap
Libya,2019,61.52357860053674,1.6253930976493554,Moderate,Expensive
Lithuania,2019,48.340588545097965,2.0686549959297222,Cheap,Moderate
Luxembourg,2019,92.85246231921552,1.0769773628211614,Moderate,Expensive
"Macao SAR, China",2019,64.9709924634082,1.5391484139067173,Moderate,Expensive
Madagascar,2019,31.000405768983143,3.225764228546101,Cheap,Cheap
Malawi,2019,40.06104147241127,2.496190721074157,Cheap,Moderate
Malaysia,2019,37.74182216735619,2.6495806046824204,Cheap,Cheap
Maldives,2019,50.87387851673809,1.9656452960844897,Cheap,Moderate
Ethiopia,2023,34.49342287866728,2.899103413185641,Cheap,Cheap
Faroe Islands,2023,90.928465782419,1.0997656139859229,Moderate,Expensive
Fiji,2023,40.46800111755089,2.4710881990321534,Cheap,Moderate
Finland,2023,83.29498808137402,1.2005524258231026,Moderate,Expensive
France,2023,73.3666714172562,1.3630167222835123,Moderate,Expensive
Gabon,2023,37.59370846099792,2.6600195642775253,Cheap,Cheap
"Gambia, The",2023,26.846714839622216,3.724850530032567,Cheap,Cheap
Georgia,2023,33.039567124987265,3.026674036669557,Cheap,Cheap
Germany,2023,75.8027696349033,1.3192130113667393,Moderate,Expensive
Ghana,2023,31.5480789785829,3.169765108927462,Cheap,Cheap
Greece,2023,54.77987996509901,1.8254877532355187,Cheap,Moderate
Greenland,2023,74.19904516246447,1.3477262379999955,Moderate,Expensive
Grenada,2023,60.16886041371221,1.6619892634232185,Moderate,Expensive
Guatemala,2023,41.892873665513065,2.387040831775685,Cheap,Moderate
Serbia,2019,37.67177771559696,2.6545070624208362,Cheap,Cheap
Seychelles,2019,55.93815583462213,1.7876885375993468,Cheap,Moderate
Sierra Leone,2019,31.201712607479333,3.204952281242059,Cheap,Cheap
Singapore,2019,62.61152996294835,1.5971499188596259,Moderate,Expensive
Sint Maarten (Dutch part),2019,76.25711030800223,1.3113531262343974,Moderate,Expensive
Slovak Republic,2019,57.1007004792156,1.7512920009869153,Cheap,Moderate
Slovenia,2019,60.92090724392148,1.6414725998680482,Moderate,Expensive
Solomon Islands,2019,88.52096428940519,1.1296758999717393,Moderate,Expensive
"Somalia, Federal Republic of",2019,34.87466275691991,2.8674112405619683,Cheap,Cheap
South Africa,2019,48.89958823657322,2.0450069950733756,Cheap,Moderate
Spain,2019,67.63092550823518,1.4786135077779374,Moderate,Expensive
Sri Lanka,2019,28.923414331616332,3.4574064753720823,Cheap,Cheap
Jamaica,2001,52.64025252466885,1.899686935451856,Cheap,Moderate
Jordan,2001,27.44268994156912,3.64395765185263,Cheap,Cheap
Kazakhstan,2001,16.599659711128773,6.024219878010983,Cheap,Cheap
Kenya,2001,27.454466406462828,3.6423945932695245,Cheap,Cheap
Kiribati,2001,45.17453743398291,2.2136363907685346,Cheap,Moderate
"Korea, Rep.",2001,58.61147258090777,1.7061506151711026,Cheap,Moderate
Kuwait,2001,29.67276826284093,3.3700933837450395,Cheap,Cheap
Kyrgyz Republic,2001,15.52800804541174,6.439976055367146,Cheap,Cheap
Lao PDR,2001,16.787501874595403,5.956812439814551,Cheap,Cheap
Latvia,2001,39.790127602417726,2.5131862103886244,Cheap,Moderate
Lebanon,2001,48.36981071914063,2.0674052371354135,Cheap,Moderate
Philippines,2017,39.08155370283066,2.5587519053204133,Cheap,Moderate
Poland,2017,46.116043394303375,2.168442750931074,Cheap,Moderate
Portugal,2017,65.0343897120001,1.5376480111959605,Moderate,Expensive
Puerto Rico,2017,95.1732039451599,1.0507159142989593,Moderate,Expensive
Qatar,2017,63.688519236805774,1.5701417021203048,Moderate,Expensive
Romania,2017,39.81687024080245,2.511498251751709,Cheap,Moderate
Russian Federation,2017,41.34902779179217,2.4184365471308644,Cheap,Moderate
Rwanda,2017,38.53267183723303,2.595200260766055,Cheap,Moderate
Samoa,2017,68.58991000111256,1.4579403880013542,Moderate,Expensive
San Marino,2017,86.14007300132647,1.1608998752353055,Moderate,Expensive
São Tomé and Príncipe,2017,45.27515655715504,2.2087168240657697,Cheap,Moderate
Maldives,2004,36.79187935150523,2.717991082885762,Cheap,Cheap
Mali,2004,28.61155491645973,3.4950914164567735,Cheap,Cheap
Malta,2004,70.53830677313766,1.4176694136083503,Moderate,Expensive
Marshall Islands,2004,89.1030124660597,1.1222965108849836,Moderate,Expensive
Mauritania,2004,31.098949613926308,3.215542686857159,Cheap,Cheap
Mauritius,2004,48.68717838636425,2.0539288435742837,Cheap,Moderate
Mexico,2004,62.01268353876988,1.612573336509147,Moderate,Expensive
"Micronesia, Fed. Sts.",2004,81.7579685049373,1.2231223675030658,Moderate,Expensive
Moldova,2004,24.31455332300439,4.112763194600347,Cheap,Cheap
Mongolia,2004,16.07006093789518,6.222751760958647,Cheap,Cheap
Montenegro,2004,43.10641260889992,2.3198404587106283,Cheap,Moderate
Morocco,2004,43.45648186986944,2.301152686484154,Cheap,Moderate
Mauritius,2002,41.46224828792271,2.4118325495901387,Cheap,Moderate
Mexico,2002,67.87205371025847,1.473360455938076,Moderate,Expensive
"Micronesia, Fed. Sts.",2002,85.1014858716393,1.1750676145752907,Moderate,Expensive
Moldova,2002,18.644275513272525,5.363576607136694,Cheap,Cheap
Mongolia,2002,13.96511281557738,7.160701193079875,Cheap,Cheap
Montenegro,2002,29.669733566565306,3.370438085520578,Cheap,Cheap
Morocco,2002,35.975346356338164,2.7796813687210524,Cheap,Cheap
Mozambique,2002,54.114571942421385,1.8479310915810498,Cheap,Moderate
Myanmar,2002,12.177702835554609,8.211729367219831,Cheap,Cheap
Namibia,2002,32.61527538008966,3.06604800464282,Cheap,Cheap
Nauru,2002,40.61682335473132,2.4620339982435215,Cheap,Moderate
Nepal,2002,17.18102948765718,5.820372991725543,Cheap,Cheap
Netherlands,2002,85.1832383066276,1.1739398734764888,Moderate,Expensive
Armenia,2007,41.51330314917032,2.4088663732844537,Cheap,Moderate
Aruba,2007,70.7898439520514,1.41263201636288,Moderate,Expensive
Australia,2007,112.04113998586791,0.8925292978330397,Expensive,Expensive
Austria,2007,118.95927542537292,0.8406238155236015,Expensive,Expensive
Azerbaijan,2007,32.16421526380593,3.1090452286746446,Cheap,Cheap
"Bahamas, The",2007,95.9803694055994,1.0418797158137014,Moderate,Expensive
Bahrain,2007,42.36973815180585,2.3601750768841576,Cheap,Moderate
Bangladesh,2007,26.984803480001823,3.7057894482762874,Cheap,Cheap
Barbados,2007,102.9203147821175,0.9716254775522227,Expensive,Expensive
Belarus,2007,38.43727143228281,2.601641486861934,Cheap,Moderate
Belize,2007,56.348696557749,1.7746639427145388,Cheap,Moderate
Brunei Darussalam,2006,40.26600065256584,2.483484785659431,Cheap,Moderate
Bulgaria,2006,39.65728318476938,2.521604910101497,Cheap,Moderate
Burkina Faso,2006,36.616781570788376,2.7309882439197386,Cheap,Cheap
Burundi,2006,27.926613097996032,3.580813743832611,Cheap,Cheap
Cabo Verde,2006,55.481916760937736,1.8023890636454254,Cheap,Moderate
Cambodia,2006,26.657132730508252,3.751341189277763,Cheap,Cheap
Cameroon,2006,44.05554333737343,2.2698619157686672,Cheap,Moderate
Canada,2006,106.24665021156558,0.9412061443901825,Expensive,Expensive
Cayman Islands,2006,115.81902857051864,0.8634159795176756,Expensive,Expensive
Central African Republic,2006,44.92777408401129,2.2257946679710443,Cheap,Moderate
Chad,2006,43.63016125166717,2.2919924458491168,Cheap,Moderate
Afghanistan,2007,29.23370743725421,3.4207087901743245,Cheap,Cheap
Albania,2007,49.35014723952534,2.026336406143655,Cheap,Moderate
Algeria,2007,31.28491047307771,3.196429156671399,Cheap,Cheap
Andorra,2007,101.75747105920864,0.9827288253047677,Expensive,Expensive
Angola,2007,52.24548112261387,1.9140411352574591,Cheap,Moderate
Antigua and Barbuda,2007,60.9854816311437,1.6397345290281777,Moderate,Expensive
Argentina,2007,43.66576856768047,2.2901234371955086,Cheap,Moderate
Türkiye,2005,62.116668639004814,1.6098738420947316,Moderate,Expensive
Turkmenistan,2005,29.22053653528716,3.4222506448243513,Cheap,Cheap
Tuvalu,2005,84.49816973933636,1.18345758622328,Moderate,Expensive
Uganda,2005,35.7198823336013,2.7995612937932637,Cheap,Cheap
Ukraine,2005,26.257449370042785,3.8084430285178557,Cheap,Cheap
United Arab Emirates,2005,38.22188944526045,2.6163018482698295,Cheap,Moderate
United States,2005,100.0,1.0,Moderate,Expensive
Uruguay,2005,42.97646043707442,2.3268551896315124,Cheap,Moderate
Uzbekistan,2005,15.996227315602637,6.251474052413629,Cheap,Cheap
Vanuatu,2005,81.94079644790433,1.2203933124274329,Moderate,Expensive
"Venezuela, RB",2005,40.28314534654561,2.4824278029862255,Cheap,Moderate
Papua New Guinea,2020,62.30448138345462,1.6050209837162,Moderate,Expensive
Paraguay,2020,37.49750271854944,2.666844262952251,Cheap,Cheap
Peru,2020,48.81936804814874,2.048367359064822,Cheap,Moderate
Philippines,2020,39.17740861260122,2.552491436808189,Cheap,Moderate
Poland,2020,43.54606394830815,2.2964188019083913,Cheap,Moderate
Portugal,2020,62.00011808793791,1.6129001538055932,Moderate,Expensive
Puerto Rico,2020,85.26397044452581,1.17282832923036,Moderate,Expensive
Qatar,2020,62.91407150226648,1.5894695353868094,Moderate,Expensive
Romania,2020,38.04538486068729,2.6284397007987974,Cheap,Moderate
Russian Federation,2020,32.09929663101907,3.1153330600822344,Cheap,Cheap
Rwanda,2020,34.08034813367702,2.934242326626454,Cheap,Cheap
"Congo, Dem. Rep.",2010,58.1725043563744,1.7190251839147828,Cheap,Moderate
"Congo, Rep.",2010,57.49302995754405,1.7393412744787564,Cheap,Moderate
Costa Rica,2010,63.9392527748188,1.5639844955989697,Moderate,Expensive
Côte d’Ivoire,2010,46.22908760246517,2.1631402475411927,Cheap,Moderate
Croatia,2010,68.17401071041562,1.466834633285291,Moderate,Expensive
Curaçao,2010,76.46251766986256,1.3078303337036814,Moderate,Expensive
Cyprus,2010,92.84482839451444,1.0770659144856398,Moderate,Expensive
Czechia,2010,71.60808974644274,1.396490261841787,Moderate,Expensive
Dominica,2010,69.10979282501185,1.4469729384546575,Moderate,Expensive
Kyrgyz Republic,2012,32.5641317461587,3.070863389802988,Cheap,Cheap
Lao PDR,2012,32.70408496914255,3.0577219969417735,Cheap,Cheap
Latvia,2012,68.64954292699869,1.456673937455623,Moderate,Expensive
Lebanon,2012,52.14818705542421,1.9176122056499847,Cheap,Moderate
Lesotho,2012,53.15003371859047,1.8814663510744425,Cheap,Moderate
Liberia,2012,55.1767136741416,1.8123587531974505,Cheap,Moderate
Libya,2012,55.825876165680455,1.7912840221838928,Cheap,Moderate
Lithuania,2012,61.38788744153621,1.6289858499404575,Moderate,Expensive
Luxembourg,2012,116.50335197695314,0.8583444021403105,Expensive,Expensive
"Macao SAR, China",2012,57.13853111751289,1.750132494556727,Cheap,Moderate
Madagascar,2012,33.718586963411454,2.965723329643425,Cheap,Cheap
São Tomé and Príncipe,2003,31.7026342331622,3.1543120128293967,Cheap,Cheap
Saudi Arabia,2003,23.8928243084236,4.185357022222954,Cheap,Cheap
Senegal,2003,38.389343945984855,2.604889527174611,Cheap,Moderate
Serbia,2003,39.31103036135166,2.5438152874851694,Cheap,Moderate
Seychelles,2003,64.13846887378527,1.5591267106295406,Moderate,Expensive
Sierra Leone,2003,28.38641314719516,3.522812110197196,Cheap,Cheap
Singapore,2003,48.64947080534221,2.055520817484801,Cheap,Moderate
Slovak Republic,2003,61.57890124050967,1.623932840396558,Moderate,Expensive
Slovenia,2003,70.33842415827837,1.421698043376348,Moderate,Expensive
Solomon Islands,2003,62.52091565438525,1.5994647383732927,Moderate,Expensive
"Somalia, Federal Republic of",2003,52.299331764248,1.9120703195745292,Cheap,Moderate
South Africa,2003,44.45009200197323,2.2497141287257807,Cheap,Moderate
Spain,2003,85.8910446651763,1.1642657321240388,Moderate,Expensive
Paraguay,2023,35.867764003824426,2.7880187900572064,Cheap,Cheap
Peru,2023,46.36668176217458,2.156721080730407,Cheap,Moderate
Philippines,2023,34.627178798503614,2.887904919482537,Cheap,Cheap
Poland,2023,45.68568709820248,2.1888693451200067,Cheap,Moderate
Portugal,2023,55.49081408764805,1.8021000708702786,Cheap,Moderate
Puerto Rico,2023,77.7832324140432,1.2856241235604104,Moderate,Expensive
Qatar,2023,63.24366321008929,1.5811860813281757,Moderate,Expensive
Romania,2023,39.67764841845397,2.5203106531255584,Cheap,Moderate
Russian Federation,2023,31.98507650454285,3.1264580525795203,Cheap,Cheap
Rwanda,2023,30.211767808283213,3.3099685074563174,Cheap,Cheap
Samoa,2023,58.85118094424241,1.6992012461864336,Cheap,Moderate
San Marino,2023,76.04214783036313,1.315060171933632,Moderate,Expensive
São Tomé and Príncipe,2023,48.62877446715216,2.056395644260954,Cheap,Moderate
Russian Federation,2010,52.09821616004918,1.919451516205341,Cheap,Moderate
Rwanda,2010,45.17227370056775,2.2137473234769485,Cheap,Moderate
Samoa,2010,67.39758418341404,1.483732706618424,Moderate,Expensive
San Marino,2010,95.95603829683712,1.0421439002166075,Moderate,Expensive
São Tomé and Príncipe,2010,36.5640845353911,2.734924209662846,Cheap,Cheap
Saudi Arabia,2010,37.44495493980507,2.670586736204003,Cheap,Cheap
Senegal,2010,47.9204222718848,2.086792963397374,Cheap,Moderate
Serbia,2010,44.826681316712055,2.2308142620122653,Cheap,Moderate
Seychelles,2010,57.60716251259551,1.735895253964913,Cheap,Moderate
Sierra Leone,2010,36.04741242825634,2.774124223174849,Cheap,Cheap
Singapore,2010,62.647659005643895,1.5962288389896748,Moderate,Expensive
Sint Maarten (Dutch part),2010,76.51844073727764,1.306874513339146,Moderate,Expensive
Slovak Republic,2010,66.5812030066668,1.501925400626765,Moderate,Expensive
Eswatini,2021,39.8781667048552,2.5076378445407554,Cheap,Moderate
Ethiopia,2021,34.50028261347639,2.898526980788799,Cheap,Cheap
Faroe Islands,2021,101.44445025280343,0.9857611702837976,Expensive,Expensive
Fiji,2021,43.9502521788072,2.2752998001731597,Cheap,Moderate
Finland,2021,93.50023419883571,1.0695160376533606,Moderate,Expensive
France,2021,83.2584127577506,1.201079827103609,Moderate,Expensive
Gabon,2021,44.16753796112704,2.264106278416798,Cheap,Moderate
"Gambia, The",2021,28.14788653018373,3.552664598557598,Cheap,Cheap
Georgia,2021,26.87513271259424,3.7209118581631393,Cheap,Cheap
Germany,2021,83.58390289108392,1.1964026151100826,Moderate,Expensive
Ghana,2021,37.00621301262046,2.702248943059815,Cheap,Cheap
Eritrea,2019,31.11717852757029,3.2136589733352108,Cheap,Cheap
Estonia,2019,59.18549785882343,1.6896030888940456,Cheap,Moderate
Eswatini,2019,42.3119539637914,2.3633982983999116,Cheap,Moderate
Ethiopia,2019,35.38429208176144,2.826112778204887,Cheap,Cheap
Faroe Islands,2019,101.35775870955165,0.9866042942657957,Expensive,Expensive
Fiji,2019,45.01486257655329,2.2214885101545683,Cheap,Moderate
Finland,2019,92.50531327372532,1.0810189864888922,Moderate,Expensive
France,2019,79.02975080941164,1.2653462648662561,Moderate,Expensive
Gabon,2019,46.654218354680594,2.1434289015361347,Cheap,Moderate
"Gambia, The",2019,30.48187992205757,3.280637554366754,Cheap,Cheap
Georgia,2019,28.272185825597973,3.537045229430362,Cheap,Cheap
Curaçao,2019,75.68094317473519,1.3213365981594072,Moderate,Expensive
Cyprus,2019,65.83587539568275,1.518928690459208,Moderate,Expensive
Czechia,2019,52.75290475204134,1.8956302116449877,Cheap,Moderate
Denmark,2019,98.03498517095484,1.0200440161807394,Moderate,Expensive
Djibouti,2019,52.55963005051192,1.9026009106969737,Cheap,Moderate
Dominica,2019,59.24343179773407,1.6879508321093712,Cheap,Moderate
Dominican Republic,2019,41.39785707199365,2.4155839715590424,Cheap,Moderate
Ecuador,2019,49.4702249765396,2.021417934675318,Cheap,Moderate
"Egypt, Arab Rep.",2019,22.17186610628098,4.510220272874163,Cheap,Cheap
El Salvador,2019,44.2782253026962,2.2584464331254663,Cheap,Moderate
Equatorial Guinea,2019,41.35917951603651,2.417842935235846,Cheap,Moderate
Niger,2018,45.34244907251709,2.205438877817737,Cheap,Moderate
Nigeria,2018,40.48415657641751,2.470102095649219,Cheap,Moderate
North Macedonia,2018,36.36956156406455,2.7495519797193926,Cheap,Cheap
Norway,2018,117.84812788195512,0.8485497546483467,Expensive,Expensive
Oman,2018,52.67757355624265,1.8983410443769257,Cheap,Moderate
Pakistan,2018,31.51677911833798,3.1729130576612503,Cheap,Cheap
Palau,2018,88.9648697792201,1.1240391881443232,Moderate,Expensive
Panama,2018,49.7522056102753,2.0099611418905026,Cheap,Moderate
Papua New Guinea,2018,65.63743350834213,1.5235208729983416,Moderate,Expensive
Paraguay,2018,44.2634464622514,2.259200491432172,Cheap,Moderate
Iceland,2022,99.71879784376534,1.0028199513262808,Moderate,Expensive
India,2022,25.49599005869173,3.922185401304289,Cheap,Cheap
Indonesia,2022,33.117663736951584,3.0195366676310362,Cheap,Cheap
"Iran, Islamic Rep.",2022,26.908157798286958,3.7163450857407363,Cheap,Cheap
Iraq,2022,45.31077053881131,2.2069807864852833,Cheap,Moderate
Ireland,2022,75.969245461868,1.3163221431519152,Moderate,Expensive
Israel,2022,102.48149306595587,0.9757859395709739,Expensive,Expensive
Italy,2022,62.26571292412475,1.606020316861339,Moderate,Expensive
Jamaica,2022,55.741950071054525,1.7939810120121296,Cheap,Moderate
Japan,2022,72.18513256512098,1.38532681795363,Moderate,Expensive
Jordan,2022,43.64006686283296,2.291472199488476,Cheap,Moderate
Kazakhstan,2022,31.35621481708235,3.1891604450139703,Cheap,Cheap
Burundi,2005,26.622395575063667,3.7562359750099557,Cheap,Cheap
Cabo Verde,2005,54.21293457551256,1.844578250246003,Cheap,Moderate
Cambodia,2005,25.797824526202568,3.876295844187602,Cheap,Cheap
Cameroon,2005,43.98634500959959,2.273432811436731,Cheap,Moderate
Canada,2005,100.15217032513615,0.9984806088111506,Expensive,Expensive
Central African Republic,2005,44.408186340723816,2.251837065192113,Cheap,Moderate
Chad,2005,39.877030649436655,2.507709284553079,Cheap,Moderate
Chile,2005,59.60210485720127,1.6777930953879352,Cheap,Expensive
China,2005,34.529562338597344,2.8960691427073035,Cheap,Cheap
Colombia,2005,40.98588124502543,2.439864581712203,Cheap,Moderate
Comoros,2005,51.144827336469966,1.955231940507359,Cheap,Moderate
Lithuania,2010,63.19345606411306,1.5824423322969514,Moderate,Expensive
"Macao SAR, China",2010,52.683107552154986,1.8981416367856139,Cheap,Moderate
Madagascar,2010,30.74094034057265,3.25299092650128,Cheap,Cheap
Malawi,2010,46.86622058620402,2.1337329690595306,Cheap,Moderate
Malaysia,2010,44.07054264903928,2.2690893732886668,Cheap,Moderate
